,Unnamed: 0,areaWithType,transaction,poss_by(year),Month,Floor_no,Total_floors,furnishing,facing,Property_type,Property_type2,Property_category,Property_location,Area,price_per_sqft(₹),Price(₹)
1543,1543,Super Area,Resale,2025,February,1,10,Unfurnished,East,BHK,4,Apartment,Rundh Surat,4158,8000,33264000
1544,1544,Super Area,Resale,2024,Instant,0,2,Furnished,South,BHK,2,House,Citylight Area Surat,4878,15556,75882168
1545,1545,Carpet Area,Resale,2024,Instant,1,10,Furnished,East,BHK,3,Apartment,Vesu Surat,1289,7463,9619807
1546,1546,Carpet Area,Resale,2024,Instant,7,12,Unfurnished,East,BHK,4,Apartment,Pal Surat,1800,4649,8368200
1547,1547,Carpet Area,New Property,2024,Instant,13,13,Unfurnished,East,BHK,4,Apartment,DMD Cosmos,1460,5989,8743940
1548,1548,Super Area,New Property,2024,December,9,13,Unfurnished,East,BHK,4,Apartment,Vesu Surat,3200,6031,19299200
1549,1549,Super Area,Resale,2024,Instant,9,12,Furnished,South,BHK,3,Apartment,Sangini Shyam,2890,6920,19998800
1550,1550,Super Area,New Property,2026,December,4,13,Unfurnished,East,BHK,3,Apartment,Bharthana Surat,2570,6600,16962000
1551,1551,Super Area,New Property,2024,December,6,18,Unfurnished,East,BHK,4,Penthouse,Surya Signature,5800,9517,55198600
1552,1552,Super Area,New Property,2025,March,6,13,Unfurnished,East,BHK,4,Apartment,Vesu Surat,4200,6000,25200000
1553,1553,Super Area,New Property,2026,May,6,19,Unfurnished,East,BHK,4,Apartment,Pal Surat,3770,6101,23000770
1554,1554,Super Area,New Property,2025,April,6,13,Unfurnished,East,BHK,4,Apartment,Sangini Epitome,3250,4752,15444000
1555,1555,Super Area,New Property,2024,Instant,6,12,Unfurnished,South,BHK,4,Apartment,Vesu Surat,3850,7500,28875000
1556,1556,Super Area,New Property,2025,October,5,13,Unfurnished,East,BHK,4,Apartment,Aston Aroma,3294,4950,16305300
1557,1557,Carpet Area,New Property,2025,April,2,12,Unfurnished,South,BHK,5,Apartment,Vesu Surat,3065,9882,30288330
1558,1558,Super Area,New Property,2024,Instant,5,13,Unfurnished,South,BHK,4,Apartment,Vesu Surat,3153,4884,15399252
1559,1559,Super Area,New Property,2024,December,5,20,Unfurnished,East,BHK,4,Apartment,Surya Signature,4000,7125,28500000
1560,1560,Super Area,Resale,2024,Instant,9,13,Unfurnished,East,BHK,4,Apartment,Rajhans Royalton,5500,6364,35002000
1561,1561,Super Area,New Property,2026,October,5,13,Unfurnished,South,BHK,3,Apartment,Vesu Surat,2742,6300,17274600
1562,1562,Super Area,New Property,2025,November,7,12,Unfurnished,East,BHK,4,Apartment,Vesu Surat,3551,6402,22733502
1563,1563,Super Area,New Property,2024,December,5,10,Unfurnished,East,BHK,4,Apartment,Raghuvir Silverstone,3636,7178,26099208
1564,1564,Carpet Area,New Property,2024,Instant,7,12,Unfurnished,East,BHK,5,Apartment,VIP Road Surat,2942,6552,19275984
1565,1565,Super Area,New Property,2025,January,8,14,Unfurnished,East,BHK,4,Apartment,Avadh Habitat,4000,4500,18000000
1566,1566,Carpet Area,New Property,2024,Instant,11,13,Unfurnished,North,BHK,4,Apartment,Pramukh Ananta,1900,5710,10849000
1567,1567,Super Area,New Property,2024,December,9,13,Unfurnished,East,BHK,4,Apartment,Vesu Surat,3200,5938,19001600
1568,1568,Super Area,New Property,2024,Instant,2,13,Unfurnished,North,BHK,4,Apartment,Avantis Ofira Posh,4590,5708,26199720
1569,1569,Super Area,New Property,2027,June,9,18,Unfurnished,East,BHK,4,Apartment,Citylight Area Surat,5500,8191,45050500
1570,1570,Super Area,New Property,2025,January,5,12,Unfurnished,South,BHK,4,Apartment,Vesu Surat,3800,6300,23940000
1571,1571,Super Area,New Property,2024,December,6,12,Unfurnished,South,BHK,3,Apartment,Dumas Road Surat,3450,4500,15525000
1572,1572,Super Area,New Property,2025,January,12,13,Unfurnished,East,BHK,5,Penthouse,Pal Surat,4000,4988,19952000
1573,1573,Carpet Area,Resale,2024,Instant,7,10,Furnished,North,BHK,4,Apartment,Vesu Surat,3000,10909,32727000
1574,1574,Super Area,New Property,2025,June,6,13,Unfurnished,East,BHK,4,Apartment,Sangini Aura,3261,5501,17938761
1575,1575,Super Area,New Property,2025,April,17,18,Unfurnished,East,BHK,6,Apartment,Piplod Surat,10300,9800,100940000
1576,1576,Super Area,New Property,2024,June,7,13,Unfurnished,East,BHK,3,Apartment,Vesu Canal Road Surat,2741,6050,16583050
1577,1577,Super Area,New Property,2024,December,5,20,Unfurnished,East,BHK,5,Apartment,Surya Signature,5000,7000,35000000
1578,1578,Super Area,New Property,2024,Instant,8,14,Unfurnished,East,BHK,5,Apartment,Surya Heritage,7150,7790,55698500
1579,1579,Super Area,Resale,2024,Instant,0,2,Furnished,East,BHK,5,House,New citylight Surat,1440,19097,27499680
1580,1580,Carpet Area,New Property,2025,July,9,13,Unfurnished,North,BHK,4,Apartment,Happy Astoria,1650,5500,9075000
1581,1581,Super Area,Resale,2024,Instant,1,1,Semi-Furnished,East,BHK,4,House,Adajan Surat,1458,17901,26099658
1582,1582,Super Area,New Property,2024,November,8,12,Unfurnished,East,BHK,4,Apartment,Agastya,3336,6651,22187736
1583,1583,Super Area,New Property,2024,Instant,5,13,Unfurnished,South,BHK,4,Apartment,Milestone Regalia,3285,5751,18892035
1584,1584,Super Area,New Property,2024,Instant,3,13,Unfurnished,South,BHK,3,Apartment,Avantis Ofira Siesta,2800,6000,16800000
1585,1585,Carpet Area,New Property,2025,June,9,12,Unfurnished,East,BHK,4,Apartment,Adajan Surat,1688,5550,9368400
1586,1586,Super Area,New Property,2027,April,5,13,Unfurnished,East,BHK,4,Apartment,Avadh Elrica Surat,4400,7600,33440000
1587,1587,Super Area,New Property,2025,January,5,12,Unfurnished,South,BHK,5,Apartment,Vesu Surat,5000,6300,31500000
1588,1588,Super Area,New Property,2024,September,7,12,Unfurnished,South,BHK,4,Apartment,Dumas Road Surat,4000,4500,18000000
1589,1589,Super Area,New Property,2025,April,12,13,Unfurnished,South,BHK,4,Penthouse,Shivam Shubham Sky,3800,5000,19000000
1590,1590,Super Area,New Property,2024,Instant,7,12,Unfurnished,South,BHK,4,Apartment,Vesu Surat,3636,6500,23634000
1591,1591,Super Area,New Property,2027,December,5,13,Unfurnished,East,BHK,4,Apartment,Raghuvir Spelito,3401,5601,19049001
1592,1592,Super Area,New Property,2025,April,17,18,Unfurnished,East,BHK,6,Penthouse,Piplod Surat,8300,9795,81298500
1593,1593,Super Area,New Property,2024,June,13,13,Unfurnished,East,BHK,5,Penthouse,Pal Surat,5700,6500,37050000
1594,1594,Super Area,New Property,2024,December,5,11,Unfurnished,South,BHK,4,Apartment,Vesu Surat,3200,5850,18720000
1595,1595,Super Area,New Property,2025,December,9,13,Unfurnished,East,BHK,4,Apartment,Freedom Tower,3047,5907,17998629
1596,1596,Super Area,Resale,2024,Instant,0,2,Furnished,South,BHK,3,House,Citylight Area Surat,1620,40358,65379960
1597,1597,Carpet Area,New Property,2024,Instant,5,13,Unfurnished,East,BHK,4,Apartment,Millionaires Lifestyle,1953,6570,12831210
1598,1598,Super Area,New Property,2025,November,7,13,Unfurnished,South,BHK,5,Apartment,Roongta Estella,6000,7167,43002000
1599,1599,Super Area,Resale,2025,May,6,12,Unfurnished,East,BHK,4,Apartment,Avadh Ercole,3500,5700,19950000
1600,1600,Super Area,New Property,2024,Instant,0,3,Semi-Furnished,East,BHK,5,House,Narayan Coral Heights,1638,9219,15100722
1601,1601,Carpet Area,New Property,2024,December,8,13,Unfurnished,North,BHK,4,Apartment,Avadh Bertina,2310,5714,13199340
1602,1602,Super Area,New Property,2024,Instant,8,12,Unfurnished,East,BHK,4,Apartment,Freedom Tower,3047,5940,18099180
1603,1603,Super Area,New Property,2024,Instant,7,13,Unfurnished,South,BHK,4,Apartment,Glorina World,3420,5526,18898920
1604,1604,Super Area,Resale,2024,Instant,9,12,Furnished,East,BHK,3,Apartment,Sangini Shyam,2450,7347,18000150
1605,1605,Carpet Area,New Property,2024,December,9,13,Unfurnished,East,BHK,4,Apartment,Adajan Surat,2238,6100,13651800
1606,1606,Carpet Area,New Property,2025,December,4,13,Unfurnished,East,BHK,3,Apartment,VIP Road Surat,1371,6251,8570121
1607,1607,Super Area,New Property,2024,September,7,12,Unfurnished,South,BHK,4,Apartment,Dumas Road Surat,4200,4500,18900000
1608,1608,Super Area,New Property,2025,April,12,13,Unfurnished,South,BHK,5,Penthouse,Veer Swastik Sky,4600,5000,23000000
1609,1609,Carpet Area,Resale,2024,Instant,8,12,Unfurnished,East,BHK,4,Apartment,Vesu Surat,3275,6875,22515625
1610,1610,Super Area,New Property,2025,June,7,13,Unfurnished,East,BHK,4,Apartment,Veer Supremus,3067,5850,17941950
1611,1611,Super Area,New Property,2025,March,3,18,Unfurnished,East,BHK,4,Apartment,Piplod Surat,4500,8311,37399500
1612,1612,Carpet Area,New Property,2024,Instant,3,3,Unfurnished,West,BHK,5,House,Pal Surat,2646,6425,17000550
1613,1613,Super Area,New Property,2026,December,5,12,Unfurnished,East,BHK,4,Apartment,Bblossom The Presidency,3400,5294,17999600
1614,1614,Super Area,Resale,2025,May,7,12,Unfurnished,South,BHK,3,Apartment,Sangini Lakeville,3000,6500,19500000
1615,1615,Super Area,Resale,2024,Instant,5,12,Unfurnished,East,BHK,3,Apartment,Ascon Surya Green View,3000,8000,24000000
1616,1616,Carpet Area,New Property,2026,April,5,19,Unfurnished,East,BHK,5,Apartment,Vesu Surat,3250,7500,24375000
1617,1617,Super Area,New Property,2025,November,5,13,Unfurnished,South,BHK,4,Apartment,Roongta Estella,4050,7284,29500200
1618,1618,Super Area,Resale,2024,Instant,11,12,Unfurnished,East,BHK,3,Apartment,Samprati Palace,2650,6500,17225000
1619,1619,Carpet Area,New Property,2024,Instant,7,13,Unfurnished,North,BHK,4,Apartment,Rajhans Corazo,1760,6000,10560000
1620,1620,Super Area,New Property,2024,Instant,0,3,Semi-Furnished,East,BHK,5,House,Adajan Surat,2700,12259,33099300
1621,1621,Super Area,New Property,2024,Instant,9,12,Unfurnished,East,BHK,3,Apartment,Aarambh,2700,5600,15120000
1622,1622,Super Area,Resale,2024,Instant,9,12,Unfurnished,South,BHK,4,Apartment,Samprati Palace,3369,6708,22599252
1623,1623,Super Area,New Property,2024,Instant,4,13,Unfurnished,East,BHK,4,Apartment,DMD Park,3577,6500,23250500
1624,1624,Carpet Area,New Property,2024,Instant,6,12,Unfurnished,East,BHK,4,Apartment,Vaishnodevi Kingston,1985,4532,8996020
1625,1625,Carpet Area,New Property,2026,June,10,13,Unfurnished,North,BHK,4,Apartment,Piplod Surat,1680,6390,10735200
1626,1626,Super Area,New Property,2025,March,6,12,Unfurnished,South,BHK,5,Apartment,Vesu Surat,5000,6000,30000000
1627,1627,Super Area,New Property,2025,April,7,12,Unfurnished,East,BHK,4,Apartment,Happy Astoria,2962,5991,17745342
1628,1628,Super Area,New Property,2026,March,9,13,Unfurnished,South,BHK,4,Apartment,Dumas Road Surat,3581,5613,20100153
1629,1629,Super Area,Resale,2024,Instant,16,20,Unfurnished,East,BHK,5,Apartment,Casa Rivera,6300,7523,47394900
1630,1630,Super Area,New Property,2024,October,2,19,Unfurnished,South,BHK,4,Apartment,Vesu Surat,3075,5991,18422325
1631,1631,Super Area,New Property,2025,August,5,10,Unfurnished,East,BHK,4,Apartment,Pal Surat,3261,5652,18431172
1632,1632,Super Area,New Property,2026,December,5,12,Unfurnished,North,BHK,4,Apartment,Atmosphere Green,3400,5800,19720000
1633,1633,Super Area,New Property,2026,December,5,12,Unfurnished,East,BHK,4,Apartment,Avadh Miliana,5500,7191,39550500
1634,1634,Super Area,New Property,2025,January,6,12,Unfurnished,South,BHK,4,Apartment,Agastya,3336,7050,23518800
1635,1635,Super Area,Resale,2025,May,6,20,Unfurnished,South,BHK,4,Apartment,Sangini Lakeville,3000,6500,19500000
1636,1636,Super Area,New Property,2028,March,2,10,Unfurnished,East,BHK,4,Apartment,Unison Crest,4600,7002,32209200
1637,1637,Super Area,Resale,2024,Instant,0,3,Furnished,East,BHK,4,House,Vatsalya Bungalows,1503,19960,29999880
1638,1638,Carpet Area,New Property,2024,Instant,8,12,Unfurnished,South,BHK,5,Apartment,Vesu Surat,3000,6600,19800000
1639,1639,Super Area,Resale,2024,Instant,5,12,Furnished,East,BHK,4,Apartment,Shyam Palace,3515,7112,24998680
1640,1640,Carpet Area,New Property,2024,Instant,16,20,Unfurnished,North,BHK,4,Apartment,Superia Sky Superia,1634,5600,9150400
1641,1641,Super Area,Resale,2024,Instant,0,2,Semi-Furnished,East,BHK,4,House,Adajan Surat,2000,9000,18000000
1642,1642,Super Area,New Property,2024,Instant,10,12,Unfurnished,East,BHK,4,Apartment,Aarambh,3700,5600,20720000
1643,1643,Carpet Area,Resale,2024,Instant,9,12,Unfurnished,South,BHK,4,Apartment,Samprati Palace,1855,6706,12439630
1644,1644,Super Area,New Property,2024,Instant,16,18,Unfurnished,East,BHK,4,Apartment,Savan Superia,3671,5200,19089200
1645,1645,Carpet Area,New Property,2026,June,15,19,Unfurnished,East,BHK,4,Apartment,Central Park,2063,5750,11862250
1646,1646,Super Area,New Property,2024,August,5,12,Unfurnished,East,BHK,4,Apartment,Abhva Surat,3400,5751,19553400
1647,1647,Super Area,New Property,2024,July,7,12,Unfurnished,South,BHK,5,Apartment,DMD Park,4675,6802,31799350
1648,1648,Super Area,New Property,2025,March,7,13,Unfurnished,South,BHK,3,Apartment,Vesu Surat,2500,6000,15000000
1649,1649,Super Area,New Property,2024,Instant,7,13,Unfurnished,East,BHK,4,Apartment,Shree Ram Supath Enclave,3707,4700,17422900
1650,1650,Super Area,New Property,2024,Instant,8,12,Unfurnished,South,BHK,5,Apartment,Vesu Surat,4351,6500,28281500
1651,1651,Super Area,New Property,2026,October,5,13,Unfurnished,East,BHK,4,Apartment,Central Park,3770,5850,22054500
1652,1652,Super Area,Resale,2024,Instant,7,14,Unfurnished,East,BHK,4,Apartment,Millionaires Avenue,3113,6200,19300600
1653,1653,Super Area,New Property,2025,June,5,13,Unfurnished,South,BHK,3,Apartment,VIP Road Surat,2500,6480,16200000
1654,1654,Super Area,Resale,2025,December,12,19,Unfurnished,East,BHK,4,Apartment,Rajhans Eronzza,3500,7457,26099500
1655,1655,Super Area,New Property,2025,April,10,12,Unfurnished,West,BHK,4,Apartment,Avadh Habitat,3600,4500,16200000
1656,1656,Super Area,New Property,2025,March,5,18,Unfurnished,South,BHK,4,Apartment,The Atmosphere Serene,3150,6490,20443500
1657,1657,Carpet Area,New Property,2026,June,2,13,Unfurnished,East,BHK,6,Apartment,Avadh Classima,6475,11892,77000700
1658,1658,Super Area,Resale,2024,Instant,12,13,Furnished,East,BHK,4,Apartment,Swagat Rasik Villa,3851,5059,19482209
1659,1659,Carpet Area,New Property,2024,Instant,5,13,Unfurnished,North,BHK,4,Apartment,Glorina World,1733,5400,9358200
1660,1660,Super Area,New Property,2024,December,9,12,Unfurnished,East,BHK,4,Apartment,Avadh Miliana,5500,7200,39600000
1661,1661,Super Area,New Property,2024,Instant,5,13,Unfurnished,South,BHK,3,Apartment,Aarambh,2705,5582,15099310
1662,1662,Carpet Area,New Property,2024,Instant,6,11,Unfurnished,East,BHK,4,Apartment,Pratham Ganesa,1778,5100,9067800
1663,1663,Super Area,New Property,2026,December,6,13,Unfurnished,East,BHK,4,Apartment,Magdalla Surat,3400,5700,19380000
1664,1664,Super Area,New Property,2024,October,5,12,Unfurnished,South,BHK,3,Apartment,DMD Aura,2359,6486,15300474
1665,1665,Super Area,New Property,2025,March,6,13,Unfurnished,East,BHK,4,Apartment,Vesu Surat,3500,5714,19999000
1666,1666,Carpet Area,Resale,2024,Instant,5,11,Furnished,North,BHK,3,Apartment,Pal Surat,2585,8265,21365025
1667,1667,Super Area,New Property,2026,July,5,13,Unfurnished,East,BHK,5,Apartment,Central Park,6400,5850,37440000
1668,1668,Super Area,Resale,2024,Instant,2,12,Unfurnished,South,BHK,4,Apartment,Surya Landmark,5460,8242,45001320
1669,1669,Super Area,New Property,2026,December,7,12,Unfurnished,South,BHK,4,Apartment,Agastya,3550,6691,23753050
1670,1670,Super Area,New Property,2024,Instant,3,19,Unfurnished,North,BHK,3,Apartment,Sangini Evoq,2829,6696,18942984
1671,1671,Super Area,Resale,2024,Instant,5,19,Unfurnished,West,BHK,4,Apartment,Sangini Arise,4350,7800,33930000
1672,1672,Super Area,New Property,2024,Instant,5,11,Unfurnished,North,BHK,3,Apartment,Sangini Nirvana,2582,6000,15492000
1673,1673,Carpet Area,New Property,2024,December,5,12,Unfurnished,East,BHK,4,Apartment,Bblossom The Presidency,1909,5450,10404050
1674,1674,Super Area,Resale,2024,Instant,11,13,Unfurnished,South,BHK,4,Apartment,Royal Paradise,3400,5735,19499000
1675,1675,Super Area,Resale,2024,Instant,4,10,Furnished,East,BHK,4,Apartment,Shyam Shree Niketan,2870,8711,25000570
1676,1676,Super Area,Resale,2024,Instant,1,12,Unfurnished,East,BHK,3,Apartment,sangini vedanta,2580,6700,17286000
1677,1677,Carpet Area,New Property,2024,Instant,7,9,Unfurnished,North,BHK,4,Apartment,Unison Crest,2530,6851,17333030
1678,1678,Super Area,New Property,2024,December,10,13,Unfurnished,East,BHK,4,Apartment,Avadh Ercole,3400,5700,19380000
1679,1679,Super Area,Resale,2024,Instant,11,13,Unfurnished,East,BHK,4,Apartment,Glorina World,3153,5503,17350959
1680,1680,Super Area,New Property,2024,October,7,14,Unfurnished,East,BHK,4,Apartment,Rajhans Eronzza,3350,6591,22079850
1681,1681,Carpet Area,Resale,2024,Instant,7,12,Unfurnished,East,BHK,4,Apartment,Vaishnodevi Kingston,1983,4474,8871942
1682,1682,Super Area,New Property,2026,April,5,13,Unfurnished,East,BHK,5,Apartment,Piplod Surat,5500,7291,40100500
1683,1683,Super Area,New Property,2024,September,7,12,Unfurnished,South,BHK,4,Apartment,DMD Park,3510,6809,23899590
1684,1684,Super Area,New Property,2024,September,7,12,Unfurnished,South,BHK,4,Apartment,Dumas Road Surat,3500,4500,15750000
1685,1685,Super Area,Resale,2024,Instant,7,13,Furnished,East,BHK,4,Apartment,Vesu Surat,4545,8801,40000545
1686,1686,Super Area,New Property,2025,December,5,13,Unfurnished,East,BHK,4,Apartment,Shivansh Heights,3500,5857,20499500
1687,1687,Super Area,Resale,2024,Instant,2,11,Unfurnished,South,BHK,5,Apartment,Surya Heritage,7150,12028,86000200
1688,1688,Super Area,New Property,2024,December,5,12,Unfurnished,South,BHK,3,Apartment,Sangini Nirvana,2650,6226,16498900
1689,1689,Super Area,New Property,2026,December,5,12,Unfurnished,East,BHK,3,Apartment,Rajhans Zorista,2750,6051,16640250
1690,1690,Super Area,New Property,2024,Instant,5,20,Unfurnished,East,BHK,3,Apartment,Sangini Evoq,2829,7070,20001030
1691,1691,Super Area,New Property,2025,January,5,12,Unfurnished,South,BHK,4,Apartment,Millionaires Lifestyle,3113,6660,20732580
1692,1692,Super Area,New Property,2025,September,4,12,Unfurnished,East,BHK,4,Apartment,Milestone Pristine,4436,5850,25950600
1693,1693,Super Area,Resale,2024,Instant,2,13,Unfurnished,South,BHK,6,Apartment,Cellestial Dreams,9962,6500,64753000
1694,1694,Carpet Area,New Property,2024,Instant,5,11,Unfurnished,East,BHK,3,Apartment,Sangini Nirvana,1624,6102,9909648
1695,1695,Carpet Area,Resale,2024,Instant,7,13,Unfurnished,North,BHK,4,Apartment,Ashirwad palace New triveni society,1860,6333,11779380
1696,1696,Super Area,New Property,2024,Instant,8,12,Unfurnished,East,BHK,5,Apartment,Surya Heritage,7150,7800,55770000
1697,1697,Super Area,New Property,2025,June,5,13,Unfurnished,East,BHK,4,Apartment,Milestone Elitus,3376,5717,19300592
1698,1698,Super Area,New Property,2024,Instant,3,14,Unfurnished,East,BHK,3,Apartment,sangini vedanta,2350,6596,15500600
1699,1699,Carpet Area,New Property,2024,Instant,9,10,Unfurnished,East,BHK,4,Apartment,Baghban The Lifestyle,1980,5500,10890000
1700,1700,Super Area,New Property,2024,Instant,5,13,Unfurnished,East,BHK,4,Apartment,Surya Signature,4000,6800,27200000
1701,1701,Carpet Area,New Property,2026,October,5,13,Unfurnished,East,BHK,3,Apartment,Althan Surat,1402,6351,8904102
1702,1702,Super Area,New Property,2024,September,7,12,Unfurnished,South,BHK,4,Apartment,Dumas Road Surat,3600,4500,16200000
1703,1703,Super Area,New Property,2024,August,8,12,Unfurnished,East,BHK,4,Apartment,Aarambh,3400,5382,18298800
1704,1704,Super Area,New Property,2024,September,5,12,Unfurnished,South,BHK,3,Apartment,DMD Aura,2359,6486,15300474
1705,1705,Super Area,New Property,2024,Instant,3,20,Unfurnished,North,BHK,4,Apartment,Sangini Evoq,3800,6700,25460000
1706,1706,Super Area,New Property,2024,Instant,5,13,Unfurnished,East,BHK,3,Apartment,sangini vedanta,2500,6800,17000000
1707,1707,Super Area,New Property,2024,December,3,18,Unfurnished,East,BHK,4,Apartment,The Atmosphere Serene,3810,6491,24730710
1708,1708,Carpet Area,New Property,2024,Instant,6,11,Unfurnished,North,BHK,3,Apartment,The Ultima,1402,6118,8577436
1709,1709,Super Area,New Property,2024,September,4,13,Unfurnished,East,BHK,4,Apartment,Milestone Regalia,3211,5761,18498571
1710,1710,Super Area,New Property,2024,Instant,5,14,Unfurnished,West,BHK,4,Apartment,Rajhans Cremona,4100,6600,27060000
1711,1711,Carpet Area,New Property,2024,July,9,12,Unfurnished,East,BHK,4,Apartment,Veer Supremus,1686,5400,9104400
1712,1712,Super Area,New Property,2024,July,7,12,Unfurnished,East,BHK,5,Apartment,Surya Signature,5124,6800,34843200
1713,1713,Carpet Area,Resale,2024,Instant,0,2,Semi-Furnished,East,BHK,3,House,Piplod Surat,1200,15000,18000000
1714,1714,Super Area,New Property,2024,September,7,12,Unfurnished,South,BHK,4,Apartment,Dumas Road Surat,3700,4500,16650000
1715,1715,Super Area,New Property,2024,September,5,12,Unfurnished,South,BHK,3,Apartment,DMD Aura,2565,6472,16600680
1716,1716,Super Area,New Property,2024,Instant,5,12,Unfurnished,East,BHK,3,Apartment,Sangini Nirvana,2650,6200,16430000
1717,1717,Super Area,New Property,2027,June,8,12,Unfurnished,East,BHK,4,Apartment,Sangini Siddhanta,4000,7475,29900000
1718,1718,Super Area,New Property,2024,December,3,18,Unfurnished,East,BHK,4,Apartment,The Atmosphere Serene,3150,6491,20446650
1719,1719,Super Area,New Property,2024,August,5,10,Unfurnished,East,BHK,4,Apartment,Roland Towers,4158,8900,37006200
1720,1720,Carpet Area,New Property,2025,February,7,13,Unfurnished,North,BHK,4,Apartment,Greenopolis,1595,5500,8772500
1721,1721,Super Area,New Property,2024,Instant,2,14,Unfurnished,East,BHK,4,Apartment,Superia Sky Superia,2984,5201,15519784
1722,1722,Super Area,New Property,2024,Instant,8,19,Unfurnished,East,BHK,5,Apartment,Casa Rivera,4967,8000,39736000
1723,1723,Carpet Area,Resale,2024,Instant,1,2,Unfurnished,West,BHK,4,House,Piplod Surat,2800,7391,20694800
1724,1724,Super Area,New Property,2024,September,7,12,Unfurnished,South,BHK,4,Apartment,Dumas Road Surat,3800,4500,17100000
1725,1725,Super Area,New Property,2025,April,5,13,Unfurnished,South,BHK,5,Apartment,Avadh Ercole,5276,5699,30067924
1726,1726,Super Area,New Property,2024,Instant,5,12,Unfurnished,East,BHK,4,Apartment,Glorina World,3152,5203,16399856
1727,1727,Super Area,New Property,2025,December,10,18,Unfurnished,East,BHK,5,Apartment,Sangini Skyteria,5800,6897,40002600
1728,1728,Super Area,New Property,2025,June,3,13,Unfurnished,East,BHK,4,Apartment,Agastya,3513,7051,24770163
1729,1729,Super Area,New Property,2024,August,9,10,Unfurnished,North,BHK,6,Apartment,Roland Towers,7600,8900,67640000
1730,1730,Carpet Area,New Property,2025,December,7,13,Unfurnished,North,BHK,4,Apartment,Avadh Ercole,1925,5700,10972500
1731,1731,Super Area,New Property,2024,August,4,9,Unfurnished,East,BHK,4,Apartment,Pal Surat,4000,6000,24000000
1732,1732,Super Area,New Property,2024,December,5,13,Unfurnished,East,BHK,5,Apartment,Avadh Bertina,5600,6393,35800800
1733,1733,Super Area,New Property,2024,September,7,12,Unfurnished,South,BHK,4,Apartment,Dumas Road Surat,3900,4500,17550000
1734,1734,Super Area,New Property,2024,June,7,13,Unfurnished,East,BHK,4,Penthouse,The Iconic,4850,4747,23022950
1735,1735,Super Area,Resale,2024,Instant,3,12,Unfurnished,North,BHK,4,Apartment,Avadh Copperstone,2980,5168,15400640
1736,1736,Super Area,New Property,2024,Instant,10,19,Unfurnished,East,BHK,3,Apartment,Sky Superia,2400,6250,15000000
1737,1737,Super Area,New Property,2024,August,5,14,Unfurnished,East,BHK,4,Apartment,Atmosphere Green,3400,5600,19040000
1738,1738,Super Area,New Property,2024,Instant,13,13,Unfurnished,West,BHK,3,Apartment,sangini vedanta,2450,6500,15925000
1739,1739,Carpet Area,Resale,2024,Instant,12,12,Unfurnished,North,BHK,4,Apartment,Ascon Surya Green View,1650,6333,10449450
1740,1740,Super Area,New Property,2024,July,13,13,Unfurnished,East,BHK,4,Penthouse,Sattvam,3200,5000,16000000
1741,1741,Carpet Area,New Property,2025,June,5,18,Unfurnished,East,BHK,5,Apartment,Sangini Skyteria,3080,7500,23100000
1742,1742,Super Area,New Property,2025,January,5,12,Unfurnished,South,BHK,4,Apartment,Rajhans Zorista,3500,6051,21178500
1743,1743,Super Area,New Property,2025,March,6,13,Unfurnished,East,BHK,4,Apartment,Vesu Surat,5000,6000,30000000
1744,1744,Super Area,New Property,2024,June,13,13,Unfurnished,East,BHK,4,Penthouse,The Iconic,3755,4971,18666105
1745,1745,Super Area,Resale,2024,Instant,12,19,Unfurnished,East,BHK,4,Apartment,Sangini Evoq,3800,7474,28401200
1746,1746,Super Area,New Property,2024,Instant,10,13,Unfurnished,East,BHK,4,Apartment,Laxmi Aarambh,3700,5676,21001200
1747,1747,Super Area,New Property,2024,Instant,1,13,Unfurnished,East,BHK,3,Apartment,sangini vedanta,2350,6500,15275000
1748,1748,Carpet Area,Resale,2024,Instant,7,11,Unfurnished,North,BHK,4,Apartment,Om Icon,1850,5634,10422900
1749,1749,Super Area,New Property,2025,December,3,20,Unfurnished,East,BHK,3,Apartment,Sangini Lakeville,3000,6500,19500000
1750,1750,Super Area,New Property,2024,Instant,0,3,Unfurnished,East,BHK,6,House,New citylight Surat,1350,31481,42499350
1751,1751,Carpet Area,New Property,2024,Instant,9,11,Unfurnished,East,BHK,5,Apartment,Shaligram The Emerald,2825,7011,19806075
1752,1752,Carpet Area,New Property,2024,December,7,11,Unfurnished,North,BHK,5,Apartment,Triyom Palace,3300,8000,26400000
1753,1753,Super Area,New Property,2024,Instant,8,13,Unfurnished,East,BHK,3,Apartment,Laxmi Aarambh,2705,5693,15399565
1754,1754,Super Area,New Property,2024,December,5,14,Unfurnished,South,BHK,4,Apartment,Happy Astoria,2962,5991,17745342
1755,1755,Carpet Area,New Property,2024,Instant,7,13,Unfurnished,North,BHK,3,Apartment,Laxmi Aarambh,1488,5637,8387856
1756,1756,Carpet Area,New Property,2026,June,3,19,Unfurnished,East,BHK,4,Apartment,Roongta Estella,2236,7316,16358576
1757,1757,Super Area,New Property,2024,June,8,13,Unfurnished,East,BHK,4,Apartment,Milestone Elitus,3376,5835,19698960
1758,1758,Super Area,New Property,2025,March,11,12,Unfurnished,East,BHK,5,Penthouse,Dumas Road Surat,6800,5200,35360000
1759,1759,Super Area,New Property,2024,August,8,13,Unfurnished,South,BHK,4,Apartment,Milestone Regalia,3211,5263,16899493
1760,1760,Super Area,New Property,2027,December,5,12,Unfurnished,North,BHK,5,Apartment,DMD Park,4675,6802,31799350
