,Unnamed: 0,areaWithType,transaction,poss_by(year),Month,Floor_no,Total_floors,furnishing,facing,Property_type,Property_type2,Property_category,Property_location,Area,price_per_sqft(₹),Price(₹)
407,407,Super Area,New Property,2024,December,7,14,Unfurnished,East,BHK,2,Apartment,Godadara Surat,1445,3500,5057500
408,408,Super Area,New Property,2024,Instant,4,13,Unfurnished,East,BHK,3,Apartment,Jahangirabad Surat,1750,3486,6100500
409,409,Super Area,Resale,2024,Instant,1,15,Unfurnished,North,BHK,2,Apartment,Pal Surat,1326,3846,5099796
410,410,Super Area,New Property,2024,Instant,9,14,Unfurnished,South,BHK,2,Apartment,Palanpur Surat,1209,4200,5077800
411,411,Super Area,Resale,2024,Instant,2,12,Unfurnished,South,BHK,3,Apartment,Pal Surat,1630,3129,5100270
412,412,Super Area,Resale,2024,Instant,4,12,Furnished,East,BHK,3,Apartment,Adajan Surat,1767,4471,7900257
413,413,Carpet Area,Resale,2024,Instant,7,12,Semi-Furnished,South,BHK,3,Apartment,Pal Surat,1250,4550,5687500
414,414,Super Area,New Property,2024,September,7,13,Unfurnished,East,BHK,3,Apartment,Santvan Lexon,1651,4100,6769100
415,415,Carpet Area,Resale,2024,Instant,7,10,Unfurnished,East,BHK,3,Apartment,Piplod Surat,1105,4956,5476380
416,416,Super Area,Resale,2024,Instant,5,12,Furnished,East,BHK,2,Apartment,Citylight Area Surat,1354,3988,5399752
417,417,Super Area,New Property,2024,December,7,14,Unfurnished,East,BHK,3,Apartment,Dindoli Surat,1900,2800,5320000
418,418,Super Area,New Property,2025,November,10,20,Unfurnished,South,BHK,2,Apartment,Palanpur Surat,1320,3973,5244360
419,419,Super Area,New Property,2025,February,7,13,Unfurnished,East,BHK,3,Apartment,Palanpur Surat,1861,4299,8000439
420,420,Super Area,Resale,2024,Instant,1,14,Semi-Furnished,East,BHK,2,Apartment,sanctum Surat,1340,4179,5599860
421,421,Carpet Area,Resale,2024,Instant,1,2,Semi-Furnished,South,BHK,2,House,Adajan Surat,1500,13393,20089500
422,422,Carpet Area,New Property,2024,Instant,8,13,Unfurnished,North,BHK,3,Apartment,Vesu Surat,935,4888,4570280
423,423,Super Area,Resale,2024,Instant,2,13,Unfurnished,East,BHK,2,Apartment,Pal Surat,1650,4242,6999300
424,424,Carpet Area,Resale,2024,Instant,6,12,Semi-Furnished,East,BHK,2,Apartment,Parley Point Surat,850,4385,3727250
425,425,Super Area,New Property,2025,November,6,14,Unfurnished,East,BHK,2,Apartment,Pal Surat,1206,4271,5150826
426,426,Super Area,Resale,2024,Instant,2,4,Furnished,North,BHK,2,Builder Floor,Nana Varachha Surat,1267,3946,4999582
427,427,Carpet Area,Resale,2024,Instant,1,1,Furnished,East,BHK,3,House,Kamrej Surat,1722,7905,13612410
428,428,Carpet Area,New Property,2024,Instant,1,7,Furnished,South,BHK,3,Apartment,Adajan Surat,1820,3846,6999720
429,429,Carpet Area,Resale,2024,Instant,6,10,Furnished,East,BHK,3,Apartment,Parley Point Surat,1425,5217,7434225
430,430,Super Area,Resale,2024,Instant,0,2,Furnished,East,BHK,2,House,Morarji Nagar Surat,700,8571,5999700
431,431,Super Area,Resale,2024,Instant,1,3,Unfurnished,East,BHK,2,Apartment,Piplod Surat,1350,5926,8000100
432,432,Super Area,Resale,2024,Instant,1,7,Furnished,East,BHK,3,Apartment,WESTERN CITY,1585,4101,6500085
433,433,Super Area,Resale,2024,Instant,5,13,Semi-Furnished,East,BHK,2,Apartment,Western Heights,1280,3984,5099520
434,434,Super Area,Resale,2024,Instant,1,2,Furnished,North,BHK,3,House,darpan row house Surat,882,9630,8493660
435,435,Carpet Area,Resale,2024,Instant,6,11,Furnished,North,BHK,2,Apartment,Athawa Lines Surat,1450,5000,7250000
436,436,Super Area,Resale,2024,Instant,0,2,Semi-Furnished,West,BHK,4,House,Dindoli Surat,1775,4056,7199400
437,437,Carpet Area,Resale,2024,Instant,8,9,Semi-Furnished,East,BHK,4,Apartment,Rajworld Residency Surat,1650,4000,6600000
438,438,Carpet Area,Resale,2024,Instant,3,13,Unfurnished,East,BHK,3,Apartment,Althan Surat,1048,4611,4832328
439,439,Carpet Area,New Property,2024,Instant,0,2,Unfurnished,East,BHK,3,House,Jahangirabad Surat,648,12500,8100000
440,440,Carpet Area,Resale,2024,Instant,2,2,Unfurnished,North,BHK,2,House,Nanpura Surat,385,4413,1699005
441,441,Super Area,Resale,2024,Instant,0,3,Semi-Furnished,East,BHK,8,House,Aman Nagar Surat,796,11299,8994004
442,442,Super Area,Resale,2024,Instant,2,10,Furnished,South,BHK,3,Apartment,Suryoday complex Adajan Surat,1750,4857,8499750
443,443,Super Area,Resale,2024,Instant,4,8,Furnished,North,BHK,3,Apartment,Adajan Surat,2121,4243,8999403
444,444,Super Area,New Property,2024,Instant,5,12,Unfurnished,East,BHK,2,Apartment,Althan Surat,1276,4052,5170352
445,445,Super Area,New Property,2024,December,8,13,Unfurnished,East,BHK,3,Apartment,Eco Parkside,1865,4863,9069495
446,446,Super Area,Resale,2024,Instant,7,13,Unfurnished,East,BHK,3,Apartment,Swagat Clifton,1805,4321,7799405
447,447,Super Area,Resale,2024,Instant,1,1,Furnished,East,BHK,2,House,Udhna Surat,1260,6587,8299620
448,448,Carpet Area,Resale,2024,Instant,12,14,Unfurnished,West,BHK,3,Apartment,Capital Calisto,1001,4553,4557553
449,449,Super Area,Resale,2024,Instant,2,14,Unfurnished,East,BHK,3,Apartment,Shreehans Kalyan Residency,1960,3852,7549920
450,450,Super Area,Resale,2024,Instant,3,5,Unfurnished,East,BHK,3,Apartment,Shreepad Ethics,1515,4290,6499350
451,451,Super Area,Resale,2024,Instant,11,14,Furnished,East,BHK,2,Apartment,Keshav Height,1210,5785,6999850
452,452,Carpet Area,Resale,2024,Instant,11,11,Unfurnished,West,BHK,3,Apartment,Swagat Coral Heights,1205,4052,4882660
453,453,Super Area,Resale,2024,December,4,13,Unfurnished,East,BHK,2,Apartment,Mahaveer Heights,1294,5023,6499762
454,454,Super Area,New Property,2025,December,7,13,Unfurnished,East,BHK,2,Apartment,Pramukh Amaya,1311,4251,5573061
455,455,Carpet Area,New Property,2024,Instant,10,13,Unfurnished,East,BHK,2,Apartment,Santvan Newon,813,4157,3379641
456,456,Super Area,Resale,2024,Instant,1,2,Unfurnished,East,BHK,3,House,Haldharu Surat,1935,3101,6000435
457,457,Super Area,Resale,2024,Instant,8,14,Furnished,East,BHK,2,Apartment,Orchid Fantasia,1250,4681,5851250
458,458,Carpet Area,Resale,2024,Instant,3,9,Semi-Furnished,East,BHK,2,Apartment,Mahavir Residency,1326,3333,4419558
459,459,Carpet Area,Resale,2024,Instant,6,13,Semi-Furnished,East,BHK,3,Apartment,Gothic Heritage,1400,3735,5229000
460,460,Super Area,New Property,2024,June,6,12,Unfurnished,South,BHK,2,Apartment,Meera Height,1391,4673,6500143
461,461,Super Area,Resale,2024,Instant,1,2,Unfurnished,West,BHK,4,House,Shiv Shakti Row House,882,10998,9700236
462,462,Super Area,Resale,2024,Instant,10,12,Unfurnished,North,BHK,3,Apartment,Pal Surat,1575,3492,5499900
463,463,Carpet Area,Resale,2024,Instant,10,13,Furnished,North,BHK,4,Apartment,Vaishnodevi Blue Bells,1800,3922,7059600
464,464,Super Area,Resale,2024,Instant,1,5,Furnished,East,BHK,3,Apartment,Aagam Heights,1650,4242,6999300
465,465,Super Area,Resale,2024,Instant,7,15,Semi-Furnished,North,BHK,3,Apartment,Nakshatra Galaxia,1857,4470,8300790
466,466,Carpet Area,Resale,2024,Instant,1,5,Semi-Furnished,East,BHK,3,Apartment,Rajhans Stadium Residency Palanpur,950,3600,3420000
467,467,Super Area,Resale,2024,Instant,5,13,Furnished,North,BHK,3,Apartment,Suryam Square,1433,4885,7000205
468,468,Carpet Area,Resale,2024,Instant,8,12,Unfurnished,South,BHK,3,Apartment,Indralok Apartment,1700,5500,9350000
469,469,Carpet Area,Resale,2024,Instant,11,14,Semi-Furnished,East,BHK,2,Apartment,Sai Upavan,700,4437,3105900
470,470,Carpet Area,Resale,2024,Instant,1,12,Furnished,East,BHK,3,Apartment,Avadh Carolina,1150,5000,5750000
471,471,Carpet Area,Resale,2024,Instant,5,7,Furnished,East,BHK,2,Apartment,Athwa Surat,1050,4114,4319700
472,472,Super Area,Resale,2024,Instant,-1,5,Semi-Furnished,North,BHK,2,House,Nanavat Surat,864,9259,7999776
473,473,Super Area,Resale,2024,Instant,1,13,Semi-Furnished,East,BHK,2,Apartment,Adajan Surat,1280,4297,5500160
474,474,Carpet Area,New Property,2024,Instant,1,2,Furnished,South,BHK,2,House,Bardoli Surat,4000,1375,5500000
475,475,Super Area,Resale,2024,Instant,0,1,Semi-Furnished,East,BHK,5,House,Sarsana Surat,1235,4049,5000515
476,476,Carpet Area,Resale,2024,Instant,2,5,Furnished,West,BHK,3,Apartment,Palanpur Gam Surat,927,3609,3345543
477,477,Super Area,Resale,2024,Instant,0,2,Furnished,East,BHK,5,House,Udhana Surat,1900,4737,9000300
478,478,Carpet Area,Resale,2024,Instant,2,2,Semi-Furnished,East,BHK,3,House,Dindoli Surat,1000,3179,3179000
479,479,Carpet Area,Resale,2024,Instant,1,12,Semi-Furnished,East,BHK,3,Apartment,Happy Residency,1315,4419,5810985
480,480,Super Area,Resale,2024,Instant,8,10,Furnished,East,BHK,3,Apartment,Navpad Apartment,1417,6704,9499568
481,481,Carpet Area,Resale,2024,Instant,1,12,Unfurnished,East,BHK,3,Apartment,S H Saundarya Heights,900,3959,3563100
482,482,Super Area,Resale,2024,Instant,9,9,Semi-Furnished,East,BHK,3,Apartment,Rajlaxmi Apartment,1800,3611,6499800
483,483,Super Area,Resale,2024,Instant,7,11,Semi-Furnished,East,BHK,3,Apartment,Aagam Enclave,1755,4501,7899255
484,484,Carpet Area,Resale,2024,Instant,5,5,Furnished,North,BHK,3,Apartment,Aagam Heights,1200,4848,5817600
485,485,Carpet Area,Resale,2024,Instant,12,13,Unfurnished,West,BHK,3,Apartment,Nakshatra Nebula,1609,3480,5599320
486,486,Super Area,Resale,2024,Instant,7,9,Unfurnished,South,BHK,3,Apartment,Aagam Wildflower,1566,5875,9200250
487,487,Carpet Area,New Property,2024,Instant,7,13,Furnished,East,BHK,3,Apartment,Shreepad Celebrations,935,5628,5262180
488,488,Super Area,Resale,2024,Instant,8,10,Semi-Furnished,East,BHK,3,Apartment,Adarsh Society Surat,1300,4615,5999500
489,489,Carpet Area,Resale,2024,Instant,11,12,Semi-Furnished,West,BHK,3,Apartment,Siddhi Residency,1150,4457,5125550
490,490,Super Area,Resale,2024,Instant,0,2,Unfurnished,North,BHK,3,House,Bhestan Surat,2200,2727,5999400
491,491,Carpet Area,Resale,2024,Instant,3,3,Semi-Furnished,North,BHK,3,Apartment,Madhav Mahal Residency,1130,4867,5499710
492,492,Super Area,Resale,2024,Instant,5,13,Furnished,East,BHK,3,Apartment,Nakshatra Embassy,1630,3988,6500440
493,493,Carpet Area,Resale,2024,Instant,9,14,Furnished,North,BHK,2,Apartment,Vacanza Homes,750,4640,3480000
494,494,Super Area,Resale,2024,Instant,12,13,Unfurnished,North,BHK,2,Apartment,Soham Elegance,1307,4171,5451497
495,495,Carpet Area,Resale,2024,Instant,1,11,Furnished,North,BHK,3,Apartment,Surbhi Apartment Surat,1200,4706,5647200
496,496,Super Area,Resale,2024,Instant,0,2,Semi-Furnished,West,BHK,3,House,Tarsadi Kosamba,1520,4079,6200080
497,497,Carpet Area,Resale,2024,Instant,3,3,Furnished,East,BHK,3,Apartment,Jamna Nagar  Surat,1220,6328,7720160
498,498,Carpet Area,Resale,2024,Instant,3,4,Furnished,East,BHK,3,Apartment,Divya Jyot Flats,1092,4500,4914000
499,499,Carpet Area,Resale,2024,Instant,12,13,Furnished,East,BHK,3,Apartment,Nakshatra Nebula,933,4195,3913935
500,500,Carpet Area,Resale,2024,Instant,0,2,Unfurnished,North,BHK,5,House,Singanpor Surat,1700,5389,9161300
501,501,Super Area,Resale,2024,Instant,1,11,Furnished,South,BHK,2,Apartment,Citylight Area Surat,1325,4604,6100300
502,502,Carpet Area,Resale,2024,Instant,2,11,Semi-Furnished,North,BHK,3,Apartment,Vastu Shilp,950,4500,4275000
503,503,Carpet Area,Resale,2024,Instant,1,2,Unfurnished,South,BHK,3,House,Astoria Greens Surat,1600,5181,8289600
504,504,Super Area,New Property,2024,Instant,6,13,Furnished,East,BHK,3,Apartment,Katar Gam Surat,1493,4689,7000677
505,505,Carpet Area,Resale,2024,Instant,11,12,Furnished,East,BHK,2,Apartment,Ratna Shyam Residency,1375,4509,6199875
506,506,Carpet Area,Resale,2024,Instant,9,10,Unfurnished,North,BHK,3,Apartment,Pratishatha Apartment,1800,3208,5774400
507,507,Carpet Area,Resale,2024,Instant,7,11,Furnished,East,BHK,3,Apartment,Sai Ram Heights,1065,3791,4037415
508,508,Carpet Area,Resale,2024,Instant,0,1,Unfurnished,West,BHK,1,House,Dabholi Surat,1500,10000,15000000
509,509,Super Area,New Property,2024,Instant,3,12,Unfurnished,South,BHK,3,Apartment,Mota Varachha Surat,1650,5000,8250000
510,510,Carpet Area,New Property,2024,Instant,10,10,Unfurnished,North,BHK,2,Apartment,Ambica Niketan Surat,900,5455,4909500
511,511,Super Area,Resale,2024,Instant,0,3,Furnished,West,BHK,6,House,Uttran Surat,2200,4091,9000200
512,512,Carpet Area,Resale,2024,Instant,3,5,Semi-Furnished,East,BHK,3,Apartment,Adajan Surat,1200,3937,4724400
513,513,Super Area,Resale,2024,Instant,0,1,Furnished,West,BHK,2,House,Adajan Surat,1800,3778,6800400
514,514,Carpet Area,Resale,2024,Instant,7,10,Semi-Furnished,East,BHK,3,Apartment,Magdalla Surat,1056,4185,4419360
515,515,Carpet Area,Resale,2024,Instant,2,10,Furnished,North,BHK,3,Apartment,Anand Mahal Road Surat,1900,4381,8323900
516,516,Carpet Area,Resale,2024,Instant,7,12,Furnished,East,BHK,2,Apartment,Althan Surat,934,4380,4090920
517,517,Carpet Area,Resale,2024,Instant,4,5,Semi-Furnished,South,BHK,4,Apartment,Althan Surat,1374,4106,5641644
518,518,Super Area,Resale,2024,Instant,2,5,Furnished,South,BHK,3,House,Vesu Surat,1600,4062,6499200
519,519,Super Area,New Property,2024,Instant,13,13,Semi-Furnished,South,BHK,2,Apartment,Althan Surat,1230,4146,5099580
520,520,Super Area,New Property,2026,April,6,14,Unfurnished,East,BHK,2,Apartment,Palanpur Surat,1351,4351,5878201
521,521,Carpet Area,Resale,2024,Instant,4,10,Unfurnished,West,BHK,3,Apartment,Pal Surat,1170,4180,4890600
522,522,Carpet Area,New Property,2025,December,0,2,Unfurnished,East,BHK,3,House,Vadod Gam Surat,1512,3915,5919480
523,523,Super Area,New Property,2025,April,6,13,Unfurnished,East,BHK,3,Apartment,Pal Surat,1751,4251,7443501
524,524,Carpet Area,New Property,2025,December,3,14,Unfurnished,East,BHK,3,Apartment,Palanpur Surat,900,3450,3105000
525,525,Carpet Area,New Property,2025,May,6,14,Unfurnished,East,BHK,2,Apartment,Palanpur Surat,697,4291,2990827
526,526,Super Area,New Property,2026,December,7,13,Unfurnished,East,BHK,3,Apartment,Sangini Epitome,2097,4751,9962847
527,527,Super Area,New Property,2024,December,5,13,Unfurnished,East,BHK,3,Apartment,Sangath Homes,2041,4250,8674250
528,528,Carpet Area,Resale,2024,Instant,9,12,Unfurnished,South,BHK,2,Apartment,Palanpur Gam Surat,950,4123,3916850
529,529,Carpet Area,Resale,2024,Instant,0,2,Unfurnished,East,BHK,3,House,Hazira Road Surat,85,8529,724965
530,530,Super Area,New Property,2024,Instant,10,14,Unfurnished,East,BHK,3,Apartment,Bhimrad Surat,1994,4554,9080676
531,531,Super Area,New Property,2024,Instant,6,14,Unfurnished,South,BHK,3,Apartment,Palanpur Surat,1598,3317,5300566
532,532,Super Area,Resale,2024,Instant,5,13,Semi-Furnished,North,BHK,3,Apartment,Nakshatra Solitaire,1518,3623,5499714
533,533,Super Area,Resale,2024,Instant,8,12,Unfurnished,East,BHK,3,Apartment,Kakadia Complex,1800,3333,5999400
534,534,Super Area,Resale,2024,Instant,0,2,Unfurnished,East,BHK,4,House,Saroli Surat,2400,2708,6499200
535,535,Super Area,New Property,2025,April,5,12,Unfurnished,South,BHK,2,Apartment,Avadh Onica,1400,4500,6300000
536,536,Super Area,New Property,2026,May,5,13,Unfurnished,East,BHK,3,Apartment,Althan Surat,1757,3851,6766207
537,537,Super Area,Resale,2024,Instant,9,12,Semi-Furnished,North,BHK,3,Apartment,Stuti Empress,1566,3321,5200686
538,538,Carpet Area,New Property,2025,January,7,14,Unfurnished,South,BHK,3,Apartment,Godadara Surat,1085,3600,3906000
539,539,Super Area,New Property,2024,Instant,7,14,Unfurnished,East,BHK,3,Apartment,Jahangirabad Surat,1644,3551,5837844
540,540,Super Area,Resale,2024,Instant,7,14,Unfurnished,South,BHK,3,Apartment,Jahangir Pura Surat,1900,2632,5000800
541,541,Carpet Area,Resale,2024,Instant,7,13,Furnished,East,BHK,2,Apartment,Palanpur Surat,715,4815,3442725
542,542,Carpet Area,Resale,2024,Instant,9,12,Furnished,East,BHK,2,Apartment,Rajhans Synfonia,763,6839,5218157
543,543,Super Area,Resale,2024,Instant,8,12,Unfurnished,East,BHK,3,Apartment,Surya Complex Surat,1980,4545,8999100
544,544,Super Area,Resale,2024,Instant,7,13,Unfurnished,South,BHK,3,Apartment,Palanpur Surat,1625,3692,5999500
545,545,Super Area,New Property,2024,July,6,12,Unfurnished,East,BHK,2,Apartment,Pal Surat,1290,4403,5679870
546,546,Super Area,Resale,2024,Instant,10,10,Unfurnished,East,BHK,4,Apartment,Adajan Surat,1900,3158,6000200
547,547,Super Area,Resale,2024,Instant,8,13,Unfurnished,East,BHK,3,Apartment,Pal Surat,2000,5000,10000000
548,548,Carpet Area,Resale,2024,Instant,1,14,Semi-Furnished,North,BHK,3,Apartment,Palanpur Surat,1600,3467,5547200
549,549,Carpet Area,New Property,2024,Instant,9,13,Unfurnished,North,BHK,3,Apartment,Tha Grand Ultima Surat,904,4860,4393440
550,550,Super Area,New Property,2024,December,5,13,Unfurnished,East,BHK,3,Apartment,Eco Parkside,1715,4898,8400070
551,551,Super Area,Resale,2024,Instant,8,13,Furnished,South,BHK,3,Apartment,Palanpur Surat,1700,3235,5499500
552,552,Carpet Area,Resale,2024,Instant,2,12,Furnished,East,BHK,3,Apartment,Piplod Surat,1160,5484,6361440
553,553,Super Area,Resale,2024,Instant,1,14,Furnished,East,BHK,3,Apartment,Avadh Copperstone,1890,4815,9100350
554,554,Carpet Area,Resale,2024,October,8,13,Unfurnished,East,BHK,3,Apartment,Eco Parkside,1000,4898,4898000
555,555,Super Area,New Property,2024,Instant,5,12,Unfurnished,East,BHK,2,Apartment,Althan Surat,1274,4062,5174988
556,556,Carpet Area,Resale,2024,Instant,5,13,Unfurnished,East,BHK,2,Apartment,NEST ORCHID,900,4331,3897900
557,557,Super Area,Resale,2024,December,4,13,Unfurnished,East,BHK,2,Apartment,Mahaveer Heights,1294,4946,6400124
558,558,Super Area,Resale,2024,Instant,10,14,Unfurnished,East,BHK,2,Apartment,Santvan Newon,1251,4157,5200407
559,559,Carpet Area,New Property,2024,Instant,12,13,Unfurnished,East,BHK,2,Apartment,Veer Swastik Heights,701,4627,3243527
560,560,Carpet Area,Resale,2024,Instant,6,13,Semi-Furnished,East,BHK,3,Apartment,Gothic Heritage,1450,3824,5544800
561,561,Super Area,New Property,2025,April,7,14,Unfurnished,South,BHK,3,Apartment,Swagat Callista,1811,3534,6400074
562,562,Super Area,Resale,2024,Instant,12,12,Furnished,East,BHK,2,Apartment,Raghuvir Sentosa Heights,1851,3836,7100436
563,563,Super Area,Resale,2024,Instant,5,13,Furnished,East,BHK,2,Apartment,Shubham Residency,1300,3846,4999800
564,564,Super Area,New Property,2026,May,7,13,Unfurnished,East,BHK,3,Apartment,Palanpur Surat,1751,4351,7618601
565,565,Super Area,New Property,2025,April,5,13,Unfurnished,East,BHK,3,Apartment,Roongta Green Leaf,1818,5500,9999000
566,566,Carpet Area,New Property,2025,April,8,14,Unfurnished,East,BHK,2,Apartment,Dumas Road Surat,750,4035,3026250
567,567,Carpet Area,New Property,2025,May,6,14,Unfurnished,East,BHK,3,Apartment,Pal Surat,1000,4579,4579000
568,568,Super Area,New Property,2025,April,6,13,Unfurnished,East,BHK,3,Apartment,Sangini Epitome,2065,4751,9810815
569,569,Carpet Area,New Property,2025,February,4,14,Unfurnished,East,BHK,3,Apartment,Pal Surat,1100,4551,5006100
570,570,Carpet Area,New Property,2025,May,7,14,Unfurnished,East,BHK,3,Apartment,Palanpur Surat,948,4290,4066920
571,571,Super Area,New Property,2026,December,3,13,Unfurnished,East,BHK,3,Apartment,Sangini Epitome,2063,4750,9799250
572,572,Super Area,New Property,2025,February,5,13,Unfurnished,South,BHK,2,Apartment,Veer Swastik Hills,1325,4600,6095000
573,573,Carpet Area,Resale,2024,December,9,13,Unfurnished,South,BHK,3,Apartment,Shubham Pearl,1100,3831,4214100
574,574,Super Area,New Property,2024,Instant,12,14,Unfurnished,East,BHK,3,Apartment,Bhimrad Surat,1859,4554,8465886
575,575,Super Area,New Property,2024,Instant,5,14,Unfurnished,South,BHK,3,Apartment,Althan Surat,1616,4000,6464000
576,576,Super Area,Resale,2024,Instant,13,13,Furnished,North,BHK,3,Apartment,Nakshatra Nebula,1738,3510,6100380
577,577,Super Area,Resale,2024,Instant,8,12,Unfurnished,South,BHK,3,Apartment,Avadh Copperstone,1890,4762,9000180
578,578,Super Area,New Property,2024,Instant,6,13,Unfurnished,South,BHK,3,Apartment,Palanpur Surat,1889,4251,8030139
579,579,Super Area,New Property,2025,November,5,12,Unfurnished,South,BHK,3,Apartment,Pramukh Amaya,2111,4250,8971750
580,580,Super Area,New Property,2025,August,5,13,Unfurnished,East,BHK,2,Apartment,Althan Surat,1275,4051,5165025
581,581,Carpet Area,Resale,2024,Instant,7,10,Semi-Furnished,East,BHK,3,Apartment,Vesu Surat,1057,4062,4293534
582,582,Super Area,Resale,2024,Instant,8,14,Unfurnished,East,BHK,3,Apartment,MEGAROYAL COMPLEX,1755,4558,7999290
583,583,Super Area,Resale,2024,Instant,14,14,Unfurnished,East,BHK,2,Apartment,Godadara Surat,1445,3599,5200555
584,584,Super Area,Resale,2024,Instant,6,15,Unfurnished,East,BHK,3,Apartment,Adajan Surat,1726,3900,6731400
585,585,Super Area,Resale,2024,Instant,5,14,Unfurnished,South,BHK,3,Apartment,Shreehans Kalyan Residency,1960,3900,7644000
586,586,Carpet Area,Resale,2024,Instant,7,13,Semi-Furnished,North,BHK,3,Apartment,Orchid Elite,1000,4800,4800000
587,587,Super Area,Resale,2024,Instant,7,12,Unfurnished,East,BHK,3,Apartment,Subh Encklave Surat,1919,4690,9000110
588,588,Carpet Area,Resale,2024,Instant,5,13,Furnished,East,BHK,2,Apartment,Jahangirabad Surat,751,4372,3283372
589,589,Super Area,New Property,2024,July,4,13,Unfurnished,East,BHK,3,Apartment,Pal Surat,1745,4401,7679745
590,590,Carpet Area,Resale,2024,Instant,1,5,Furnished,East,BHK,3,Apartment,Adajan Surat,1175,4701,5523675
591,591,Carpet Area,New Property,2024,Instant,11,13,Unfurnished,North,BHK,2,Apartment,Tha Grand Ultima Surat,720,4798,3454560
592,592,Super Area,New Property,2024,Instant,3,5,Unfurnished,East,BHK,3,Apartment,Shaligram Flats,1774,4735,8399890
593,593,Super Area,Resale,2024,Instant,5,12,Furnished,East,BHK,3,Apartment,Adajan Surat,1770,4802,8499540
594,594,Carpet Area,Resale,2024,Instant,6,12,Unfurnished,East,BHK,2,Apartment,Parley Point Surat,980,4202,4117960
595,595,Super Area,New Property,2024,July,7,12,Unfurnished,East,BHK,2,Apartment,Althan Surat,1275,4051,5165025
596,596,Super Area,Resale,2024,December,4,13,Unfurnished,East,BHK,2,Apartment,Mahaveer Heights,1294,5255,6799970
597,597,Super Area,New Property,2024,Instant,4,13,Unfurnished,East,BHK,3,Apartment,Penttagon,1385,3610,4999850
598,598,Carpet Area,New Property,2024,Instant,2,13,Unfurnished,East,BHK,2,Apartment,Shyam enclave,688,3994,2747872
599,599,Super Area,New Property,2024,Instant,7,12,Semi-Furnished,East,BHK,2,Apartment,Vacanza Homes,1250,4400,5500000
600,600,Carpet Area,Resale,2024,Instant,4,12,Unfurnished,West,BHK,3,Apartment,NEST ORCHID,1000,4727,4727000
601,601,Super Area,New Property,2024,July,7,13,Unfurnished,East,BHK,3,Apartment,Sattvam,2050,4600,9430000
602,602,Super Area,New Property,2025,December,6,14,Unfurnished,East,BHK,2,Apartment,Palanpur Surat,1296,4291,5561136
603,603,Carpet Area,New Property,2026,February,5,13,Unfurnished,East,BHK,3,Apartment,Sangini Aura,1134,4750,5386500
604,604,Carpet Area,New Property,2025,December,1,2,Unfurnished,East,BHK,3,House,Bamroli Surat,1512,3915,5919480
605,605,Super Area,New Property,2024,Instant,7,14,Unfurnished,South,BHK,2,Apartment,Soham Elegance,1307,4250,5554750
606,606,Super Area,New Property,2025,April,6,13,Unfurnished,South,BHK,3,Apartment,Pratishtha Heights,1918,3751,7194418
607,607,Super Area,New Property,2024,Instant,8,14,Unfurnished,South,BHK,2,Apartment,Vesu Surat,1365,5128,6999720
608,608,Carpet Area,New Property,2024,December,4,14,Unfurnished,East,BHK,3,Apartment,Pal Surat,1100,4000,4400000
609,609,Carpet Area,New Property,2025,June,6,13,Unfurnished,East,BHK,3,Apartment,Palanpur Surat,996,4252,4234992
610,610,Super Area,New Property,2025,February,5,13,Unfurnished,East,BHK,3,Apartment,Veer Swastik Hills,1825,4646,8478950
611,611,Carpet Area,Resale,2024,Instant,9,13,Unfurnished,South,BHK,3,Apartment,Palanpur Surat,950,3517,3341150
612,612,Super Area,New Property,2024,Instant,2,13,Unfurnished,East,BHK,3,Apartment,Althan Surat,1715,4665,8000475
613,613,Super Area,New Property,2024,Instant,5,14,Unfurnished,South,BHK,2,Apartment,Bhimrad Surat,1295,4300,5568500
614,614,Super Area,New Property,2025,April,5,12,Unfurnished,East,BHK,2,Apartment,Avadh Onica,1400,4500,6300000
615,615,Carpet Area,Resale,2024,Instant,11,13,Unfurnished,East,BHK,2,Apartment,Pal Surat,770,3858,2970660
616,616,Super Area,New Property,2025,October,5,12,Unfurnished,South,BHK,2,Apartment,Pramukh Amaya,1311,4250,5571750
617,617,Carpet Area,New Property,2024,July,2,13,Unfurnished,North,BHK,2,Apartment,Vesu Surat,720,4851,3492720
618,618,Super Area,Resale,2024,Instant,3,14,Unfurnished,East,BHK,3,Apartment,Varacha Surat,1520,4145,6300400
619,619,Super Area,Resale,2024,Instant,5,13,Furnished,East,BHK,2,Apartment,Narayan Coral Heights,1246,4013,5000198
620,620,Super Area,Resale,2024,Instant,6,14,Unfurnished,East,BHK,3,Apartment,Godadara Surat,1950,3641,7099950
621,621,Super Area,New Property,2024,Instant,4,13,Unfurnished,East,BHK,3,Apartment,Palanpur Surat,1800,4389,7900200
622,622,Super Area,Resale,2024,Instant,4,15,Unfurnished,East,BHK,3,Apartment,Adajan Surat,1857,3904,7249728
623,623,Carpet Area,New Property,2024,Instant,4,14,Furnished,South,BHK,2,Apartment,Vitoria Heights,750,3941,2955750
624,624,Super Area,Resale,2024,Instant,10,12,Furnished,East,BHK,3,Apartment,Siddhi Ellipse,2100,4714,9899400
625,625,Super Area,Resale,2024,Instant,3,5,Unfurnished,East,BHK,2,Apartment,Agam residensy Surat,1200,4167,5000400
626,626,Carpet Area,New Property,2026,January,9,14,Unfurnished,East,BHK,3,Apartment,Bhimrad Surat,1020,3749,3823980
627,627,Carpet Area,Resale,2024,Instant,6,9,Semi-Furnished,East,BHK,3,Apartment,Adajan Surat,1100,4587,5045700
